x,y,z
669537.4375,6220544.5,420.93
669536.3125,6221352.5,387.428
669538.75,6221459.5,434.9
669530.9375,6221323.5,386.906
669539.25,6221378,391.3
669539.5,6220935.5,390.391
669541.625,6220887,388.981
669542.25,6220921,390.508
669543.75,6220949.5,390.9
669545.4375,6220974.5,390.908
669546.0625,6220908,390.343
669543.4375,6220576.5,406.64
669547.0625,6220999,390.908
669549.1875,6221024,390.908
669550.5625,6221418.5,434.18
669551.6875,6221049,390.602
669552,6221216,386.897
669554.625,6221274,386.9
669552.625,6220894.5,389.961
669548.9375,6220599,394.735
669554.4375,6221399,409.116
669553,6221239,386.9
669556.4375,6220620,389.1
669550.875,6221437,435.763
669555.9375,6220936.5,390.991
669556.875,6220647,389.1
669557.9375,6220961.5,390.996
669562.875,6221333.5,386.904
669559.375,6220986.5,390.994
669560,6221306,386.9
669560.5625,6221072.5,390.904
669557.1875,6221361,387.989
669561.1875,6221011.5,390.986
669562.5625,6220561.5,414.764
669561.875,6221384,391.3
669562.4375,6220544.5,422.194
669563.375,6221464,434.9
669564.5,6221036,390.988
669564.8125,6220585.5,399.954
669566.5625,6220884.5,390.146
669567.125,6220603.5,391.7
669568.5,6221096,390.918
669569.125,6220611.5,389.418
669570.25,6221060.5,390.975
669571.125,6220619,389.1
669572.875,6221213.5,387.83
669576.6875,6221284,386.901
669573.125,6220626.5,389.1
669574.4375,6220931.5,391.139
669573.125,6221257.5,386.9
669575.125,6220634,389.412
669575.1875,6221120,390.92
669575.3125,6221422,428.52
669575.75,6221313.5,386.9
669576.5,6220907,391.035
669577.125,6220641.5,389.5
669578.3125,6221084,390.993
669582.0625,6221233.5,387.521
669579.9375,6220572.5,408.585
669581.75,6221445,434.197
669580.4375,6220655,389.566
669580.75,6221386,391.3
669585.5,6221357.5,386.926
669583.6875,6221143.5,390.968
669586.75,6220599.5,391.7
669586.875,6221107.5,391.022
669587.4375,6220544.5,420.09
669588,6221468,434.9
669589.6875,6221405,408.007
669591.4375,6220882.5,390.536
669592.9375,6220927,391.3
669597.3125,6221294,386.9
669593.75,6221210.5,390.696
669593.9375,6221166.5,390.983
669594.625,6221321,386.9
669595.6875,6221131,391.014
669597.0625,6220640,390.3
669598.1875,6220572.5,412.078
669597.4375,6221386,391.3
669599.4375,6221258,387.146
669600.25,6221222.5,390.273
669603.6875,6221453,433.311
669603.9375,6220664,389.27
669604.9375,6221189,390.915
669605.0625,6221154,391.087
669606.5625,6220598,391.7
669609.0625,6221426.5,423.335
669611.4375,6220922,391.3
669612.4375,6220544.5,416.457
669612.5,6221473,434.9
669613.875,6221360.5,387.086
669617.4375,6221280,387.04
669620.0625,6221307.5,386.9
669614.5625,6221208,390.895
669615.375,6221329.5,386.9
669615.9375,6220576.5,407.298
669615.75,6221176.5,390.965
669616.25,6220879.5,390.762
669616.4375,6220635.5,390.318
669616.625,6221238,390.461
669622.1875,6221389.5,391.3
669627,6221452,430.152
669625.6875,6221409,405.407
669626.5625,6220597.5,391.7
669627.5,6220672,389.412
669628.375,6221198,390.916
669629.9375,6220917.5,391.3
669630.25,6221335,386.9
669625.5,6220651,390.901
669631.6875,6221478.5,434.9
669631.75,6221255,390.262
669638.5625,6221284.5,388.272
669633.3125,6221432.5,423.86
669636.125,6220570,408.164
669635.9375,6220631,390.31
669637,6220540,419.917
669641.0625,6220876.5,390.765
669641.8125,6221219,390.943
669646.375,6220595,391.7
669646.6875,6221309,386.905
669646.75,6221393.5,391.3
669648.4375,6220912.5,391.3
669643.625,6220652,390.891
669646.3125,6221462.5,429.701
669650.9375,6221484,434.9
669651.125,6220680,389.486
669656.125,6220578,399.602
669652.5,6221272,390.331
669652.625,6221437.5,422.826
669658.1875,6220559,411.253
669655.8125,6220628.5,390.385
669656.5625,6221239.5,390.928
669658,6221416.5,405.176
669661.5,6220535,419.945
669663.125,6221283.5,389.948
669665.9375,6220873.5,390.664
669666.125,6220592,391.7
669666.9375,6220908,391.3
669666.0625,6220651,391.081
669670.125,6221490,434.9
669670.375,6221260,390.872
669671.125,6221399.5,391.3
669669.4375,6221460,420.155
669673.8125,6220575,403.74
669674.75,6220688.5,389.495
669675.625,6220625.5,390.415
669677.625,6221438.5,411.153
669684.6875,6220555,417.049
669684.0625,6221297.5,390.019
669684.5,6221421,399.734
669685.375,6220903,391.3
669685.9375,6220589.5,391.7
