x,y,z
656121.5,6221956,396.523
656117.125,6222316,428.506
656121.3125,6221887.5,399.6
656118.875,6221830.5,397.772
656117,6221730.5,402.787
656121.125,6222265,404.635
656122.625,6221872.5,399.6
656121.5,6221902.5,398.4
656121.625,6221781,399.9
656123.25,6221993.5,395.739
656126,6221941.5,396.583
656120.125,6221750.5,402.677
656125.625,6221858.5,398.843
656125.625,6222251,397.782
656126,6222233.5,395.501
656126.125,6221845.5,397.9
656131.4375,6221821.5,398.1
656130,6221927.5,396.718
656128.3125,6222323.5,430.678
656127.1875,6222281,409.522
656126.125,6221766.5,401.132
656127.625,6221980.5,396.058
656130.25,6222311.5,423.15
656129.5625,6221707.5,402.946
656133.75,6221807.5,398.35
656132.875,6221966.5,396.42
656131.375,6221721.5,403.112
656132.1875,6221881,399.6
656133.0625,6221912.5,396.969
656135.1875,6221792,398.35
656136.3125,6221868.5,399.6
656135.1875,6222265.5,403.318
656135.625,6221897.5,398.4
656134.75,6221737.5,403.115
656135.9375,6221776.5,399.012
656137.6875,6221951.5,396.521
656138.125,6221841.5,398.1
656137.8125,6221854.5,398.493
656138.1875,6221991.5,395.647
656136,6222298,415.534
656140.125,6222321.5,427.215
656140.5,6221697,402.861
656141.8125,6221936.5,396.748
656140.625,6222250,397.482
656141,6222233,394.753
656140.125,6221757,401.85
656142.1875,6222310.5,420.887
656144.0625,6221977,396.057
656144,6221712,402.931
656146.125,6222282.5,406.996
656147.375,6221821,398.1
656149,6221803,398.35
656144.9375,6221880.5,399.6
656145.25,6221922,396.966
656145.1875,6221726,402.939
656148.5,6221907,397.199
656150.1875,6221786.5,398.35
656149.875,6221962,396.453
656150.0625,6221771.5,399.42
656150.3125,6222264,401.596
656151.5,6221687,402.774
656151.625,6221892,398.4
656153.0625,6221836.5,398.1
656151.9375,6222319.5,430.818
656152.125,6221850,398.505
656152.5625,6222303,420.749
656152.875,6221988.5,395.644
656154.8125,6221739,403.065
656154.1875,6221946,396.722
656156.25,6221702,402.72
656159,6221755.5,401.103
656155.5625,6222248.5,397.026
656160.9375,6221812.5,398.307
656156,6222233,394.375
656157.5625,6221931,396.93
656161.0625,6221719.5,402.99
656154.75,6221863.5,399.6
656159.0625,6221879,399.6
656159.4375,6222275.5,402.706
656163.1875,6221973.5,396.146
656160.5625,6221916.5,397.016
656165.1875,6221828.5,398.389
656166.375,6221797,398.366
656162.0625,6222290,412.965
656162.4375,6221676.5,402.647
656162.5,6221846,398.525
656164.6875,6221779,398.385
656163.4375,6221765,399.425
656163.6875,6222317,435.516
656167.1875,6221956,396.575
656165.0625,6221902,397.256
656164.9375,6222262.5,399.967
656165.75,6222304.5,426.128
656167.375,6221690,402.794
656167.5,6221985,395.61
656169.6875,6221746,400.753
656170.875,6221940,396.85
656173.0625,6221705,403.142
656170.5,6222247,396.968
656171,6222233,395.209
656171.875,6221886.5,398.4
656173.1875,6221856.5,399.6
656172.9375,6221924.5,396.937
656172.0625,6221872.5,399.6
656173.8125,6222279,404.844
656173.4375,6221666.5,402.574
656173.9375,6221911.5,397.009
656179.125,6221825,398.386
656175.5,6222315,438.401
656173.6875,6221733,402.648
656175.8125,6221756.5,399.558
656174.8125,6222296.5,421.56
656176.5625,6221840.5,398.185
656176.875,6221813.5,398.63
656175.75,6221679,402.646
656180.25,6221785.5,398.567
656177.9375,6221770,398.385
656178.8125,6221965,396.166
656182.6875,6221799,398.368
656180.125,6222261.5,399.871
656180.5,6221719,402.83
656181.875,6221981,395.578
656182.25,6221658,402.681
656183.8125,6221899.5,397.169
