x,y,z
632022.375,6228599.5,412.376
632025.5625,6228935.5,410.736
632016.9375,6228451,409.636
632036.9375,6228761.5,410.341
632020,6229048.5,409.768
632040,6228796,410.369
632023.3125,6228656,410.276
632020.4375,6228502.5,408.658
632021.375,6229094,408.862
632021.9375,6228461.5,408.115
632022.1875,6228438,413.569
632021.875,6229344.5,409.492
632024.9375,6229012,410.397
632022.8125,6229061.5,409.811
632029.1875,6228625.5,411.81
632033.9375,6228683.5,409.453
632024,6228471.5,408.204
632024.0625,6229593,412.716
632026.1875,6229103,409.302
632042.25,6228841.5,410.925
632029.8125,6229113,410.094
632025,6229126,410.28
632029.3125,6229323,410.809
632025,6229584,409.078
632035.0625,6228978.5,410.535
632026.6875,6229284.5,411.738
632024.6875,6229144,410.815
632032.8125,6228912.5,411.057
632026.5,6228481,408.302
632026.625,6229088,408.925
632022.5625,6229220,411.767
632026.375,6229178,411.572
632026.5,6228517,409.222
632027.8125,6229199,411.778
632024.75,6228533,410.268
632026.625,6229073,409.104
632029,6228451.5,409.084
632025.6875,6228556,411.463
632032.1875,6229054.5,409.719
632033.4375,6229095.5,409.364
632030.75,6228492,408.406
632030.25,6229337,410.397
632032.375,6229041.5,410.288
632031.875,6229082,408.938
632031.875,6228472.5,408.149
632043.25,6228706.5,409.746
632035.4375,6228998,410.499
632034.125,6229065.5,409.422
632049.8125,6228777.5,410.488
632038.875,6229106,410.318
632042,6229159.5,411.523
632043.8125,6228741.5,410.059
632035.625,6228441,412.813
632036.25,6228482,408.228
632035.8125,6229615,419.932
632041.1875,6228889.5,411.42
632041.625,6229119.5,410.887
632033.4375,6228464.5,408.147
632037.0625,6228580,411.934
632037.125,6229075.5,409.075
632038,6229598.5,412.277
632041.625,6228956,410.573
632039.8125,6229304,411.56
632040.75,6229049.5,409.524
632042.5625,6229136.5,411.306
632038.0625,6229026.5,410.575
632038.8125,6229259.5,411.885
632039.8125,6228473.5,408.115
632040.0625,6229085,409.243
632040.125,6229011.5,410.62
632043.6875,6228454.5,408.895
632037.875,6228506,408.558
632042.75,6228491.5,408.286
632043.3125,6229059,409.268
632044.875,6228643,408.67
632047.6875,6229096,410.294
632039.5,6228524,409.552
632036.9375,6229235,411.857
632049.75,6228724.5,409.877
632042.75,6229070,409.101
632045.4375,6228603.5,411.429
632059.25,6228793.5,410.611
632043.875,6229343,409.559
632048.5625,6228990,410.97
632046,6228480.5,408.122
632044.25,6229594.5,409.972
632050.375,6228664,409.224
632045.4375,6229040.5,409.661
632039.8125,6228541,410.562
632055.8125,6228867,411.236
632045.25,6229336.5,410.417
632043.9375,6228466.5,408.189
632048.6875,6229074.5,409.142
632046.3125,6229215,411.876
632052.8125,6229187.5,411.717
632054.3125,6229109,410.863
632047.8125,6228474,408.146
632049.4375,6228439,413.765
632048.625,6229064.5,409.139
632058.25,6228758,410.635
632050.5625,6229003.5,410.945
632052.1875,6229284.5,411.886
632055,6229084.5,410.103
632053.0625,6228907.5,410.966
632053.5,6228487.5,408.141
632051.8125,6229321,410.854
632051.9375,6229604,412.145
632050.3125,6229051,409.722
632057.75,6228816,410.627
632052.6875,6228931,410.677
632054,6229031.5,410.133
632052.0625,6228500,408.313
632059.4375,6228688,409.669
632062.875,6229145.5,411.659
632051.75,6229018,410.72
632057.625,6228975,411.025
632054.5625,6229059.5,409.106
632055,6228465.5,408.236
632059.3125,6229125.5,411.401
632055.75,6228474.5,408.18
632066.125,6229166,411.669
632059.75,6229075.5,409.795
632057.375,6229067.5,409.269
632052.9375,6228515,408.829
632062.5625,6229305,411.64
632064.4375,6229095.5,410.766
632059.375,6228452,410.624
632064.75,6228736,410.231
632057.3125,6229044,409.551
632071.0625,6228843,411.187
632064.0625,6228994.5,410.944
632060.25,6229336,410.537
632061.875,6228483.5,408.145
632060.5625,6229054,409.351
632066.5,6228891.5,410.891
632061.625,6228585,410.967
632063.4375,6229010.5,410.653
632055.4375,6228533,409.913
632064.4375,6229061,409.288
632062.625,6229621.5,421.022
632055.8125,6228625,408.879
632073.5,6228777.5,411.086
632062.75,6228494.5,408.147
632065.9375,6228712.5,410.273
632065.8125,6228645.5,409.346
632064.5625,6229603,410.641
632067,6229037,409.688
632053.625,6228558,410.795
632065.375,6228954,410.865
632068.125,6229069.5,409.896
632065.8125,6229342,409.731
632066.75,6228439.5,414.204
632064.375,6229023.5,410.035
632065.9375,6229609.5,413.451
632068.6875,6229266.5,412.069
632066,6228474.5,408.222
632066.6875,6228606.5,409.451
632066.5625,6229048.5,409.365
632063.5,6229238.5,411.947
632069.5,6229081.5,410.515
632073.8125,6229111,411.072
632073.625,6229323,410.884
632062.5625,6228506,408.318
632075.25,6228799.5,410.603
632072.625,6228983,410.763
632071.875,6229053,409.22
632068.25,6228463,408.287
632074.125,6229210.5,411.789
632075.75,6229005.5,410.24
632086.875,6229183,411.667
632074.375,6229017,409.991
632080.875,6228752.5,410.721
632072.625,6229043.5,409.068
632076.5625,6229289.5,412.089
632075,6228668,409.662
632074.25,6229062,409.855
632070.125,6228519.5,408.911
632072.375,6228914.5,410.641
632075.25,6229336,410.569
632071.3125,6228487.5,408.158
632086.25,6229154.5,411.692
632073.25,6228452,410.528
632075.5625,6229028.5,409.689
632088.8125,6228819.5,410.754
632075.8125,6228470.5,408.076
632080,6228993.5,410.325
632078.375,6228936.5,410.923
632076.375,6228970,410.884
632086.625,6228870,410.689
632080.9375,6229131.5,411.779
632083.3125,6229070.5,410.526
632078.75,6229038.5,409.034
632082.8125,6229012.5,409.901
632079.875,6229615,413.004
632086.5,6229091.5,410.987
632075.125,6228502,408.131
632079.5,6228442.5,413.379
632083.4375,6229056.5,409.914
632081.4375,6229307,411.662
632081.125,6229046.5,409.412
632078.6875,6228480,408.284
632090.125,6228726.5,410.701
632084.375,6229021.5,409.658
632079.4375,6228567.5,409.781
632080.0625,6228462.5,408.202
632076.5625,6228541.5,409.549
632085.125,6228982,410.254
632095.5,6228845,410.59
632088.5,6228694,411.207
632090.0625,6228898.5,410.562
632084.6875,6229033,409.052
632085.4375,6229610,409.692
632086,6228473.5,407.906
632083.4375,6228490.5,408.034
632086.9375,6229626.5,421.385
632087.75,6228594,409.233
632085.625,6228955.5,411.072
632083.5625,6228513.5,408.377
632086.625,6229253,412.19
632094.125,6228768.5,411.156
632085.6875,6228452.5,410.11
632083,6228624.5,409.176
632087.8125,6229342,409.707
632089.9375,6229004.5,409.743
632088,6229039.5,409.485
632084.5625,6228525.5,409.64
632089.75,6229014.5,409.787
632089.5,6229026.5,409.193
632086.0625,6228649,410.06
632092.375,6228992,409.758
632089.5,6228481.5,407.8
632090.25,6229335.5,410.589
632092.3125,6229047.5,410.047
632091.1875,6228464,407.795
632093.25,6229231.5,411.991
632091.875,6228970.5,411.118
632097.3125,6229114,411.474
632097.1875,6228791.5,410.809
632092,6228502.5,408.124
632093.9375,6229032,409.381
632090.3125,6228441.5,415.002
632093.6875,6229020,409.412
632094,6228474,407.803
632094.5625,6229618,413.365
632102.25,6229207.5,411.886
632104.6875,6228750,410.966
632093.875,6228921,410.681
632094.3125,6229274,412.407
632097.5625,6229058.5,410.591
632112.3125,6229188.5,411.84
632094,6228490,407.872
632094,6229320,411.167
632097.625,6228982.5,410.301
632114.5625,6229165,411.699
632100.3125,6228942,411.034
632097.9375,6229013,409.458
632098.8125,6228999,409.486
632097.125,6229039,409.899
632100.0625,6228666,411.034
632096.25,6228553.5,409.004
632106,6229137.5,411.608
632100.3125,6229299,412.121
632101.375,6228467.5,408.137
632101.5625,6228960,411.395
632111,6228810.5,410.47
632100.8125,6228573,409.126
632109.125,6228709.5,411.587
632099.875,6229022.5,409.418
632096.1875,6228518,408.566
632104.0625,6229074.5,411.209
632096.5625,6228534.5,409.601
632102,6228475,408.005
632102.1875,6229006,409.4
632100,6228453,410.044
632110.875,6228886,410.407
632102.75,6228992,409.507
632110.25,6228908.5,410.368
632104.625,6229032,409.793
632100.9375,6228482,407.836
632105.0625,6228973,410.021
632106.625,6229044.5,410.35
632105.25,6229335,410.557
632107.3125,6228508,408.309
632106.625,6229013,409.32
632106.8125,6228999.5,409.391
632107.0625,6229613.5,410.118
632104.25,6228494,407.942
632113.1875,6229094.5,411.694
632114.0625,6228832,410.159
632113.125,6228953.5,410.971
632109.3125,6229620.5,414.595
632108.6875,6228984.5,408.925
632109.8125,6229342,409.607
632109.9375,6228475.5,408.163
632109.9375,6229005.5,409.411
632110.3125,6228589,409.955
632114.6875,6228772,410.553
632112.4375,6228612,410.253
632113.5625,6228965,410.071
632112.125,6228993.5,409.059
632113.5,6229254,412.412
632112.75,6228485,407.741
632106.5625,6228640.5,410.448
632113.0625,6229318.5,411.154
632115.8125,6229057.5,410.888
632117,6228859.5,410.312
632112.625,6229021.5,409.67
632123.4375,6229117,411.358
632117.375,6228729.5,410.421
632112,6228926.5,410.513
632111,6228464.5,408.484
632113.125,6228524.5,409.566
632119.5625,6229227,412.244
632115.5,6228450.5,411.796
632116.75,6228998.5,409.255
632111.625,6228560.5,409.082
632112.5625,6228544.5,409.73
632117.5625,6229032.5,410.324
632117.125,6229631,421.527
632117.875,6228941,410.704
632117.5625,6228988,408.887
632123.1875,6228793.5,410.306
632119.8125,6228686.5,411.757
632117.9375,6228476,407.753
632118.5625,6228497.5,408.051
632119.9375,6228510.5,408.425
632121.5,6229044,410.734
632120.8125,6228960,410.193
632120.0625,6229282,412.501
632117.125,6228976.5,408.648
632117.25,6229010,409.53
632127.1875,6229204,412.039
632120.25,6229335,410.539
632119.6875,6228574,409.269
632122.875,6229303.5,411.954
632124.6875,6228659,412.087
632123.1875,6228917,410.328
632130.8125,6229184,411.911
632125,6228485,407.613
632127.9375,6229074,411.684
632121.375,6228464.5,408.197
632123,6228982,409.035
632133.8125,6229141.5,411.366
632124.125,6229622.5,415.077
632130.0625,6228710.5,411.063
632124.5,6228952,410.232
632127.6875,6229002.5,409.606
632123.75,6228968,408.767
632126.0625,6228991,409.12
632131.9375,6228815.5,410.265
632125.875,6228477,407.582
632126.9375,6228453.5,411.7
632129.875,6228879.5,410.617
632128.3125,6228976,408.818
632130,6228494.5,407.904
632126.5,6228930,410.308
632131.0625,6228751.5,410.247
632128.875,6229616.5,410.192
632130.25,6228519,408.648
632129.3125,6228961,409.074
632129.8125,6229018.5,410.38
632130.5,6228505,408.399
632129,6228536,409.682
632131.625,6228901,410.562
632138.1875,6228775.5,410.099
632131.0625,6228465.5,408.267
632130.3125,6229035,410.758
632130.8125,6228592,410.065
632131.8125,6229341.5,409.607
632133.8125,6228982,409.117
632140.375,6228840.5,410.53
632131.0625,6228942.5,410.107
632140,6229096,411.413
632128.8125,6228556.5,409.161
632135.5625,6228611.5,410.21
632133.3125,6228970,408.813
632141.8125,6228865,410.844
632133.8125,6228478,407.71
632133.1875,6228633,411.324
632136.8125,6229242.5,412.394
632135.625,6228919.5,410.077
632145.875,6229167,411.947
632135.25,6229334.5,410.525
632139.5,6228729.5,410.192
632135,6228954,409.481
632137.9375,6228453,413.476
632136.0625,6228487,407.756
632137.1875,6229050.5,411.348
632138.5625,6228972.5,409.024
632138.75,6229004.5,410.559
632144.4375,6229222,412.247
632142.1875,6228673.5,411.472
632137.625,6228992.5,410.102
632138.375,6228963.5,408.678
632135.8125,6228573.5,410.021
632139.8125,6228497,407.9
632139,6229625,414.496
632139.25,6228933,409.732
632140.5,6228467,408.032
632146.3125,6228653,412.027
632145.4375,6229296,412.332
632144.0625,6229266.5,412.457
632141.75,6228479,407.773
632135.5625,6229320,411.081
632146.3125,6228797,410.143
632143.1875,6228946,409.376
632144.5,6228510.5,408.545
632144.375,6228911.5,410.106
632144.125,6228694,411.146
632143.5625,6228957.5,409.386
632150.3125,6229120,411.577
632144.3125,6228527.5,409.599
632146.0625,6228488,407.769
632148.9375,6228924,409.553
632148.25,6228884.5,410.801
632145.1875,6228545,408.954
632147.875,6228963.5,409.217
632148.25,6228457,412.428
632149.5625,6228979.5,409.908
632154.0625,6229195.5,412.113
632150,6228601,410.442
632150.625,6228901.5,410.275
632153.5,6228759.5,410.511
632148.875,6228951.5,409.091
632156.875,6228818.5,410.637
632151.6875,6228498.5,407.847
632145.5,6229030,411.103
632149.6875,6228480,407.626
632157.375,6229071,411.409
632150.1875,6228469,408.279
632149.625,6228743,410.483
632149.875,6228996.5,410.703
632150.25,6229334.5,410.567
632150.6875,6229619.5,409.357
632148,6228562.5,409.831
632150.25,6228936.5,409.155
632156.1875,6228870.5,410.901
632150.625,6228713,410.185
632151.5,6228619.5,411.593
632148.75,6229012,411.045
632155.5,6228636.5,412.144
632152.3125,6229633.5,416.63
632161.625,6228837.5,410.617
632153.8125,6229341,409.53
632151.8125,6228582,410.069
632159.125,6228665.5,411.326
632154.1875,6228945.5,408.829
632159.3125,6228855,410.845
632162.625,6229143.5,411.929
632156.6875,6228931,409.021
632155.1875,6228913,409.721
632157.375,6228507.5,408.184
632157.5,6228488,407.551
632157.625,6228519.5,408.907
632157.625,6228481,407.525
632156.4375,6228954.5,409.164
632161.125,6228988.5,410.961
632161.8125,6229319.5,411.201
632162.5,6229243,412.486
632162,6229043,411.457
632159,6228682,410.73
632160.9375,6228473,408.297
632163.4375,6228650.5,411.887
632159.25,6228535,408.93
632160.5,6228779.5,410.555
632166.5,6229218.5,412.399
632159.4375,6228939.5,408.977
632161.1875,6228922.5,409.124
632162.1875,6229281.5,412.459
632167.9375,6229099,411.553
632160.8125,6228905,409.615
632160.0625,6228457.5,412.525
632161.625,6228551.5,409.533
632160.0625,6228964.5,410.387
632164.3125,6228880,410.301
632158.3125,6228729.5,410.422
632163.0625,6228699,410.034
632163.4375,6228894,409.895
632163.625,6228932.5,408.948
632167.3125,6228799,410.322
632163.0625,6228594,410.18
632162.5625,6228946.5,409.553
632163.625,6229002,411.175
632167.3125,6228868,410.512
632165.25,6229334.5,410.609
632167.1875,6228488.5,407.591
632164.875,6228568,409.771
632168.125,6229266,412.563
632165.5625,6228482,407.555
632164.8125,6228498,407.99
632167.3125,6228975.5,411.023
632165.875,6228745,410.242
632165.375,6228912.5,409.255
632167.5,6228625,412.131
632179.6875,6229171.5,412.224
632168.375,6228511,408.488
632171.0625,6228638.5,411.44
632167.3125,6228608.5,411.304
632167.3125,6228925.5,409.052
632174.375,6228812.5,410.661
632168.1875,6228938.5,409.811
632172.3125,6228660.5,409.902
632168.8125,6229628,412.657
632164.875,6229020.5,411.317
632165,6228954.5,410.775
632172.5,6228859,410.453
632171.5625,6228673,409.343
632169.4375,6228904,409.354
632170.75,6228475.5,407.793
632175.4375,6228846.5,410.576
632170.125,6228583,409.661
632171,6228918.5,409.105
632168.9375,6228715.5,410.278
632175,6228541,408.67
632172.6875,6228464.5,410.263
632172.625,6229621.5,409.094
632174.25,6229122,411.823
632171.5625,6229299,412.313
632175.3125,6228988.5,411.322
632176.5,6228649.5,410.174
632173.9375,6228897,409.33
632176.3125,6228828,410.7
632174.25,6228687,409.099
632173.8125,6228875.5,409.988
632173.4375,6228483,407.545
632174.625,6228491.5,407.689
632171.875,6228525,408.687
632175.875,6228762.5,410.221
632174.75,6228911.5,409.131
632177.3125,6228557,408.909
632171.875,6228947.5,411.048
632175.8125,6229341,409.579
632173.25,6228927.5,409.375
632177.8125,6228867,410.037
632174.125,6228960,411.457
632176.9375,6228502,408.29
632175.3125,6228731,410.004
632176.8125,6228886.5,409.498
632179.625,6228617.5,412.179
632180,6228629.5,411.234
632178.3125,6228904,409.206
632178.5625,6228937,410.844
632176.25,6228595.5,410.668
632177.6875,6228918,409.43
632180.375,6228572,410.041
632180.25,6229334,410.689
632181.625,6228514,408.487
632187.4375,6229229.5,412.667
632182.75,6228745,409.832
632183.125,6228606,411.54
632181.625,6228666.5,409.112
632181.4375,6228702,409.168
632181.375,6228484,407.853
632182.8125,6228857.5,409.983
632181.8125,6229006,411.452
632181.8125,6228897,409.316
632183.3125,6228640.5,409.501
632183.8125,6228801.5,410.034
632184.125,6229203,412.476
632183.125,6228677.5,409.067
632181.75,6229281,412.846
632179.5,6229055.5,411.471
632181.625,6228657,408.939
632182,6228784,410.048
632183,6228909,409.553
632182.875,6228875.5,409.543
632184,6228493.5,407.716
632183.75,6229629,410.377
632185.125,6228718.5,409.024
632187.75,6228815.5,410.345
632186.1875,6228838,410.167
632183.75,6228972,411.548
632184.4375,6228585,410.056
632185.3125,6228890,409.278
632190.4375,6228547.5,408.729
632187.375,6228688.5,408.989
632191.8125,6229139.5,412.149
632181.0625,6228476,409.043
632192.125,6228828,409.97
632190.125,6229257.5,412.966
632184.5625,6229317.5,411.508
632188.8125,6228623,410.211
632188.1875,6228504,408.268
632187.6875,6228867,409.563
632187.6875,6229031,411.417
632189.6875,6228632.5,409.258
632187,6228462,413.836
632189.375,6228529.5,408.604
632182.9375,6228947.5,411.551
632187.1875,6229077.5,411.444
632187.3125,6228650,408.856
632191.25,6228755.5,410.197
632188.8125,6228882.5,409.235
632186.375,6228923,410.632
632189.125,6229641,415.488
632189.1875,6228848.5,409.869
632204.25,6229188,412.679
632189.3125,6228485.5,407.481
632190.4375,6228659.5,409.153
632191.6875,6228563,409.825
632191,6228613.5,410.572
632190.875,6228670.5,409.305
632190.75,6228899.5,409.902
632188.75,6228937,411.314
632190.9375,6228732,409.296
632189.4375,6228596,410.159
632188.0625,6228958,411.67
632193.8125,6229299.5,412.453
632194.1875,6228858,409.342
632192.375,6228875.5,409.191
632193.4375,6228495,407.738
632192.9375,6228680,409.195
632193.75,6228576.5,409.741
632196.25,6228696.5,409.361
632191.375,6228910.5,410.276
632195.1875,6228514,408.371
632194.375,6228987,411.538
632194.5625,6229623,408.929
632193.125,6228476,408.211
632197.4375,6228744.5,409.649
632195.125,6228626,408.822
632195.25,6228605,409.593
632195.25,6229334.5,410.493
632195.25,6228634,408.905
632195,6228709,409.328
632196.375,6228687,409.315
632195.5625,6228642,409.007
632198.5625,6229107.5,411.761
632196.25,6228868.5,409.16
632196.3125,6228650,409.134
632195.3125,6228769,410.036
632193.8125,6228793,409.738
632197.125,6228487,407.277
632196.75,6228588,409.411
632197.1875,6228658,409.258
632195,6228887,409.721
632197.875,6228839.5,409.396
632197.5,6228618.5,408.515
632215.0625,6229162.5,412.605
632197.75,6228804.5,409.696
632197.8125,6229341,409.376
632205.1875,6228540,408.837
632197.75,6228503.5,408.046
632198,6228666,409.356
632197.375,6228783,409.801
632198.75,6229630,410.024
632199.1875,6228466,411.441
632198.9375,6228674,409.395
632202.375,6228829.5,409.289
632197.75,6228906,410.43
632198.8125,6228849.5,409.268
632200.25,6228861.5,409.103
632199.0625,6228721,409.236
632201.125,6228681.5,409.531
632201.0625,6228877,409.635
632202.75,6228703.5,409.454
632200.75,6228597,408.881
632201.5625,6228612,408.564
632200.9375,6228897,410.258
632202.3125,6228818,409.593
632204.1875,6228569.5,410.099
632204.1875,6228555.5,408.879
632204.9375,6228756,409.39
632206.3125,6228524,408.459
632203.1875,6228637.5,409.239
632196.25,6228946,411.72
632202.625,6228626,408.726
632204.5625,6229318.5,411.651
632208.4375,6229241,413.078
632205,6228581,411.096
632204.9375,6228479,408.208
632204.0625,6228689,409.495
632204.875,6229007,411.463
632204.3125,6228854.5,409.041
632202.625,6228646,409.322
632213.0625,6229215,412.841
632204.9375,6228489,407.275
632205.5625,6228656.5,409.547
632204.875,6229281,413.161
632205.6875,6228605,408.53
632206.125,6228733.5,409.189
632198.9375,6228916,410.722
632206.0625,6228668.5,409.547
632205.4375,6228711.5,409.38
632204.125,6228496,407.455
632199.5,6228930.5,411.284
632207.25,6228591,409.94
632207.9375,6228509,407.923
632220.75,6229131.5,412.585
632206.9375,6228696.5,409.499
632203.375,6229054.5,411.395
632208.0625,6228836,409.006
632205.5625,6228887,410.283
632208.375,6228848,408.967
632206.3125,6228676.5,409.688
632206.875,6228867,409.739
632208.3125,6228766.5,409.277
632211,6228465.5,412.705
632208.1875,6228792,409.299
632203.25,6228964,411.789
632211.625,6228825.5,409.026
632207.5625,6228777,409.45
632210.6875,6228807,409.279
632210.125,6229336,410.336
632210.125,6228704,409.498
632210.1875,6228598.5,408.94
632211.625,6228721.5,409.356
632208.75,6228745,409.096
632217.6875,6229261.5,413.355
632210.875,6228632.5,409.286
632206.6875,6228906,410.751
632210.3125,6228878,410.239
632211.5,6228685.5,409.783
632215.5,6229301.5,412.745
632212.5625,6228610,408.681
632212.375,6228841,408.972
632214,6228858,410.059
632212.8125,6228490.5,407.298
632216.4375,6229079,411.487
632213.3125,6229633.5,411.642
632229.5,6229189,412.979
632213.4375,6228664,409.737
632214.625,6228621,408.968
632214.0625,6228711,409.647
632212.375,6228644,409.596
632214.625,6228576.5,409.904
632215.8125,6228564,409.632
632213.5,6228586,410.15
632213.6875,6228816,409.074
632215.0625,6228499.5,407.587
632216.75,6228730,408.993
632215.25,6228696.5,409.771
632217,6228518.5,408.129
632217.75,6228550,408.838
632210.0625,6228896,410.622
632217.375,6229029.5,411.334
632215.9375,6228833.5,409.24
632216.0625,6229627.5,409.089
632216.8125,6229650,417.444
632217.1875,6228595,408.828
632217.5625,6228602,408.77
632213.9375,6228673.5,409.796
632218.5625,6228849,410.176
632219,6228781,408.921
632216.4375,6228480,408.873
632220.1875,6228509,407.824
632216.5625,6228760.5,408.562
632218,6228718,409.581
632218.375,6228826,409.655
632220.125,6228791,408.808
632217.25,6228770,408.687
632216.875,6228750.5,408.869
632219.125,6228800,408.983
632218.3125,6228739.5,409.038
632217.25,6228984,411.449
632219.625,6229343.5,409.476
632217.6875,6228704.5,409.78
632222.5,6228470.5,411.876
632211.8125,6228919.5,411.158
632231.75,6229104,412.332
632238.25,6229149,412.942
632220.625,6228492,407.393
632220.6875,6228818.5,409.721
632216.125,6228887.5,410.66
632221.1875,6228690,409.921
632222,6228724.5,409.207
632222.875,6228839.5,410.132
632215,6228940.5,411.758
632223.0625,6228532.5,408.571
632223.0625,6228811,409.745
632218.5,6228655.5,409.762
632224.75,6228500.5,407.636
632223.375,6228585.5,409.349
632221.8125,6228872,410.621
632221.5625,6228634,409.611
632223.875,6228858,410.465
632224.4375,6228829.5,410.237
632224.5625,6228712,409.843
632225.0625,6228593.5,408.719
632225.0625,6229337.5,410.249
632225.375,6228803,409.009
632225.8125,6228731.5,408.644
632225.875,6228763.5,408.782
632223.25,6228611,409.086
632226.125,6228755.5,408.667
632226.1875,6228771.5,408.892
632226.9375,6228482.5,408.592
632226.625,6228779.5,408.857
632226.625,6228747.5,408.586
632228.125,6228559.5,409.073
632227.0625,6228787.5,408.866
632227.1875,6228739.5,408.36
632227.25,6228795.5,409.264
632243.75,6229213,413.044
632223.25,6228680,409.935
632224.1875,6228699,409.931
632227.875,6229637,411.193
632234,6229240.5,413.243
632225.9375,6228572.5,409.033
632228.4375,6228493.5,407.497
632228.9375,6228508,407.745
632227.5,6228517,408.061
632223.1875,6228667,409.878
632220.8125,6228902.5,411.145
632230.375,6229285,413.205
632229.4375,6228814.5,410.423
632230.1875,6228547.5,409.049
632230.4375,6228723,409.489
632241.5,6229168.5,413.108
632230,6228849,410.42
632234.875,6228471,411.95
632228.1875,6228961,411.715
632229,6228601.5,409.11
632249,6229127,413.013
632231.3125,6229303.5,412.809
632224.375,6228645.5,409.757
632230.6875,6229005,411.244
632231.6875,6228807.5,410.058
632229.9375,6228622.5,409.64
632232.9375,6228592,408.658
632228.25,6229321,411.575
632232.875,6228822.5,410.44
632235.9375,6228836,410.337
632233,6228759.5,409.2
632235.3125,6228714,410.114
632238.4375,6229264.5,413.376
632234.5625,6228767.5,409.322
632235.0625,6228790,410.014
632234.0625,6228732,409.194
632234.4375,6228581.5,408.872
632235.125,6228861.5,410.742
632234.1875,6228779,409.667
632233.75,6228799.5,410.194
632235,6228751.5,409.379
632238.6875,6228486.5,408.294
632228.3125,6228888,411.155
632235.5,6228741.5,409.202
632236.3125,6228495.5,407.497
632229.8125,6228921.5,411.798
632232.125,6229053.5,411.392
632231.625,6228689.5,410.056
632235,6228501.5,407.654
632239.1875,6228569,409.102
632237.5,6229632,408.953
632232.125,6228655.5,409.889
632235,6228702.5,410.125
632240,6228555,409.36
632236,6228610,409.487
632237.3125,6228512,407.717
632240,6229339,410.161
632238.8125,6228813,410.721
632240.75,6228722.5,410.405
632240.75,6228590.5,408.601
632239.0625,6228599,408.981
632241.5,6229346,409.486
632238.5,6228524,408.378
632243.625,6228849,410.688
632242.0625,6228540,409.05
632242.5,6229640.5,411.077
632237.25,6228638,409.866
632244.625,6228580.5,408.729
632244.875,6228784,411.012
632237.875,6228673,410.012
632243.3125,6228759,410.092
632239.75,6228804.5,410.624
632236.125,6228940.5,412.039
632242.125,6228981,411.202
632244.125,6228497,407.692
632243.375,6228796,410.842
632244.875,6228771.5,410.375
632265,6229154,413.237
632244.8125,6228734,410.858
632239.875,6228878,411.194
632249.8125,6228837.5,410.612
632245.375,6228505,407.431
632245.4375,6228746,410.837
632247.9375,6228823.5,410.473
632245.9375,6228710,410.44
632245.75,6229027.5,411.302
632245.6875,6229078,412.304
632247.75,6228586.5,408.517
632248.125,6228595,409.135
632248.6875,6228489.5,408.459
632247.75,6228605.5,409.769
632246.9375,6228620.5,409.89
632266,6229212,413.057
632248.5,6229326.5,411.242
632250.25,6228551,409.455
632250,6228562,409.261
632248.1875,6228691.5,410.265
632251.375,6228573,408.805
632248.375,6228515,407.67
632260.25,6229232.5,413.223
632259.625,6229188,413.049
632251.5,6228477,412.802
632251.9375,6228498.5,407.431
632242.8125,6228900.5,411.677
632253.9375,6228722.5,411.075
632253.625,6229279,413.272
632251.0625,6229305.5,412.784
632256.25,6228777.5,411.557
632251.5,6228863.5,411.085
632252.6875,6228527,408.525
632254.1875,6228582,408.486
632255.5625,6228506,407.209
632255.875,6228764,411.532
632254.9375,6229340,410.251
632255.3125,6229657,416.335
632255.9375,6229647,411.034
632254.5625,6228589,409.005
632251.125,6228806.5,410.852
632251.375,6228654.5,410.02
632255.5,6228791,411.299
632256.6875,6229256.5,413.428
632259.125,6228738.5,411.55
632254.625,6228752.5,411.337
632256.8125,6229001.5,411.138
632257.25,6228489.5,409.23
632258.9375,6228598,409.755
632258.0625,6229639.5,408.867
632259.625,6228556.5,409.254
632255.625,6228674,410.199
632259.25,6228848,410.965
632254.375,6228635.5,409.797
632259.5,6228567.5,408.968
632260.25,6229101,413.053
632259.6875,6228500.5,407.066
632262.25,6228706,410.845
632257.3125,6228610.5,409.898
632262.3125,6228832,410.751
632260.625,6228577,408.381
632259.6875,6228542,409.1
632260.75,6228515.5,407.123
632264.1875,6229052.5,412.395
632264.5625,6228480.5,413.028
632259.75,6228882,411.574
632263.4375,6229348,409.466
632252.3125,6228926,412.311
632268.125,6229327.5,411.481
632255.3125,6228955,411.492
632263.75,6228584.5,409.121
632266.75,6228527.5,408.436
632267,6228769.5,411.895
632268.0625,6228563.5,408.865
632267.25,6228491.5,409.916
632270.8125,6228723,411.603
632267.3125,6228573,408.51
632267.4375,6228502.5,407.119
632264.5625,6228816.5,410.644
632270.125,6228552,408.853
632269.125,6229654,412.539
632267.9375,6228800,411.02
632273.5625,6228514.5,406.974
632269.375,6228783,411.625
632269.875,6229341.5,410.724
632267.125,6228606.5,409.964
632264.4375,6228979,411.009
632278.3125,6229123.5,413.15
632270.25,6229291.5,413.1
632265.875,6228621.5,409.697
632269.625,6229078.5,412.99
632273.1875,6229022,411.944
632268.9375,6228686,410.433
632275.25,6228738,411.798
632284.25,6229202,413.002
632271.4375,6228862,411.4
632269.1875,6228754,411.82
632287.625,6229176.5,412.919
632277.1875,6228480.5,413.068
632276.25,6228539.5,408.713
632274.0625,6228594.5,409.988
632282.25,6229225.5,413.255
632276.4375,6228579,409.08
632274.9375,6228570.5,408.553
632275.1875,6228504.5,407.439
632271.75,6228664,410.131
